##res/people.png
0 hooks
endhooks
collision
pt (2,4)
pt (3,1)
pt (4,0)
pt (9,0)
pt (12,3)
pt (12,7)
pt (10,15)
pt (5,15)
pt (2,5)
pt (2,4)
endcollision
endimg

img 24
pt (176,16)
dim (16,16)
anchor
pt (8,10)
hooks
0 hooks
endhooks
collision
pt (2,4)
pt (3,1)
pt (4,0)
pt (9,0)
pt (12,3)
pt (12,6)
pt (11,11)
pt (10,15)
pt (5,15)
pt (2,5)
pt (2,4)
endcollision
endimg

img 25
pt (192,16)
dim (16,16)
anchor
pt (8,10)
hooks
0 hooks
endhooks
collision
pt (2,0)
pt (14,0)
pt (2,0)
endcollision
endimg

img 26
pt (0,32)
dim (16,16)
anchor
pt (8,10)
hooks
0 hooks
endhooks
collision
pt (2,8)
pt (3,3)
pt (5,1)
pt (9,1)
pt (11,3)
pt (12,8)
pt (11,11)
pt (9,15)
pt (5,15)
pt (3,11)
pt (2,8)
endcollision
endimg

img 27
pt (16,32)
dim (16,16)
anchor
pt (8,10)
hooks
0 hooks
endhooks
collision
pt (1,6)
pt (3,3)
pt (5,1)
pt (9,1)
pt (11,3)
pt (13,6)
pt (11,11)
pt (10,13)
pt (9,14)
pt (6,15)
pt (5,15)
pt (4,13)
pt (1,6)
endcollision
endimg

img 28
pt (32,32)
dim (16,16)
anchor
pt (8,10)
hooks
0 hooks
endhooks
collision
pt (1,5)
pt (5,1)
pt (9,1)
pt (13,5)
pt (11,11)
pt (9,15)
pt (5,15)
pt (3,11)
pt (1,5)
endcollision
endimg

img 29
pt (48,32)
dim (16,16)
anchor
pt (8,10)
hooks
0 hooks
endhooks
collision
pt (1,6)
pt (3,3)
pt (5,1)
pt (9,1)
pt (11,3)
pt (13,6)
pt (10,13)
pt (9,15)
pt (8,15)
pt (5,14)
pt (4,13)
pt (3,11)
pt (1,6)
endcollision
endimg

img 30
pt (64,32)
dim (16,16)
anchor
pt (8,10)
hooks
0 hooks
endhooks
collision
pt (2,8)
pt (3,3)
pt (5,1)
pt (9,1)
pt (11,3)
pt (12,8)
pt (10,13)
pt (9,15)
pt (5,15)
pt (4,13)
pt (2,8)
endcollision
endimg

img 31
pt (80,32)
dim (16,16)
anchor
pt (8,10)
hooks
0 hooks
endhooks
collision
pt (1,6)
pt (3,3)
pt (5,1)
pt (9,1)
pt (11,3)
pt (13,6)
pt (11,11)
pt (9,15)
pt (8,15)
pt (5,14)
pt (4,13)
pt (1,6)
endcollision
endimg

img 32
pt (96,32)
dim (16,16)
anchor
pt (8,10)
hooks
0 hooks
endhooks
collision
pt (1,5)
pt (5,1)
pt (9,1)
pt (13,5)
pt (10,13)
pt (9,15)
pt (5,15)
pt (4,13)
pt (1,5)
endcollision
endimg

img 33
pt (112,32)
dim (16,16)
anchor
pt (8,10)
hooks
0 hooks
endhooks
collision
pt (1,6)
pt (3,3)
pt (5,1)
pt (9,1)
pt (11,3)
pt (13,6)
pt (10,13)
pt (9,14)
pt (6,15)
pt (5,15)
pt (3,11)
pt (1,6)
endcollision
endimg

img 34
pt (128,32)
dim (16,16)
anchor
pt (8,10)
hooks
0 hooks
endhooks
collision
pt (2,8)
pt (3,3)
pt (5,1)
pt (9,1)
pt (11,3)
pt (12,8)
pt (11,11)
pt (9,15)
pt (5,15)
pt (3,11)
pt (2,8)
endcollision
endimg

img 35
pt (144,32)
dim (16,16)
anchor
pt (8,10)
hooks
0 hooks
endhooks
collision
pt (2,8)
pt (3,3)
pt (5,1)
pt (9,1)
pt (11,3)
pt (12,8)
pt (11,11)
pt (9,15)
pt (5,15)
pt (3,11)
pt (2,8)
endcollision
endimg

img 36
pt (0,48)
dim (16,16)
anchor
pt (8,10)
hooks
0 hooks
endhooks
collision
pt (2,9)
pt (4,3)
pt (6,1)
pt (10,1)
pt (11,2)
pt (12,13)
pt (8,15)
pt (7,15)
pt (3,13)
pt (2,9)
endcollision
endimg

img 37
pt (16,48)
dim (16,16)
anchor
pt (8,10)
hooks
0 hooks
endhooks
collision
pt (2,7)
pt (4,3)
pt (6,1)
pt (10,1)
pt (11,2)
pt (12,13)
pt (8,15)
pt (7,15)
pt (3,13)
pt (2,7)
endcollision
endimg

img 38
pt (32,48)
dim (16,16)
anchor
pt (8,10)
hooks
0 hooks
endhooks
collision
pt (2,6)
pt (4,3)
pt (6,1)
pt (10,1)
pt (11,2)
pt (12,13)
pt (8,15)
pt (7,15)
pt (3,13)
pt (2,6)
endcollision
endimg

img 39
pt (48,48)
dim (16,16)
anchor
pt (8,10)
hooks
0 hooks
endhooks
collision
pt (2,7)
pt (4,3)
pt (6,1)
pt (10,1)
pt (11,2)
pt (12,13)
pt (8,15)
pt (7,15)
pt (3,13)
pt (2,7)
endcollision
endimg

img 40
pt (64,48)
dim (16,16)
anchor
pt (8,10)
hooks
0 hooks
endhooks
collision
pt (3,13)
pt (4,2)
pt (5,1)
pt (9,1)
pt (11,3)
pt (13,9)
pt (12,13)
pt (8,15)
pt (7,15)
pt (3,13)
endcollision
endimg

img 41
pt (80,48)
dim (16,16)
anchor
pt (8,10)
hooks
0 hooks
endhooks
collision
pt (3,13)
pt (4,2)
pt (5,1)
pt (9,1)
pt (11,3)
pt (13,7)
pt (12,13)
pt (8,15)
pt (7,15)
pt (3,13)
endcollision
endimg

img 42
pt (96,48)
dim (16,16)
anchor
pt (8,10)
hooks
0 hooks
endhooks
collision
pt (3,13)
pt (4,2)
pt (5,1)
pt (9,1)
pt (11,3)
pt (13,6)
pt (12,13)
pt (8,15)
pt (7,15)
pt (3,13)
endcollision
endimg

img 43
pt (112,48)
dim (16,16)
anchor
pt (8,10)
hooks
0 hooks
endhooks
collision
pt (3,13)
pt (4,2)
pt (5,1)
pt (9,1)
pt (11,3)
pt (13,7)
pt (12,13)
pt (8,15)
pt (7,15)
pt (3,13)
endcollision
endimg

img 44
pt (128,48)
dim (16,16)
anchor
pt (8,10)
hooks
0 hooks
endhooks
collision
pt (2,9)
pt (4,3)
pt (6,1)
pt (10,1)
pt (11,2)
pt (12,13)
pt (8,15)
pt (7,15)
pt (3,13)
pt (2,9)
endcollision
endimg

img 45
pt (144,48)
dim (16,16)
anchor
pt (8,10)
hooks
0 hooks
endhooks
collision
pt (2,9)
pt (4,3)
pt (6,1)
pt (10,1)
pt (11,2)
pt (12,13)
pt (8,15)
pt (7,15)
pt (3,13)
pt (2,9)
endcollision
endimg

anim [[man_w_s]]
pause 100
frame 0
frame 1
frame 2
frame 3
endanim

anim [[man_w_n]]
pause 100
frame 4
frame 5
frame 6
frame 7
endanim

anim [[man_w_e]]
pause 100
frame 13
frame 14
frame 15
frame 16
endanim

anim [[man_w_w]]
pause 100
frame 17
frame 18
frame 19
frame 20
endanim

